"Organisation"	"Peering Contact"	"Switch"	"AS number"	"LAN"	"ISP (v4)"	"ISP (v6)"	"Multicast"	"MDX"	"Peers with route server"	"Location"	"Connection"	"Policy"	"Speed"
"Trion Worlds Inc."	"neteng@trionworlds.com"	"EDGE-EQX-015"	"46235"	"ISP"	"80.249.208.46"	""	"no"	"no"	"yes"	"Equinix AM1/2"	"LX"	"case-by-case"	"1GE"
"Triple-IT"	"peering@support.triple-it.nl"	"PXC-EQX-139"	"50295"	"ISP"	"80.249.209.101"	"2001:7f8:1::a505:295:1"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"open"	"10GE"
"True B.V."	"noc@true.nl"	"PXC-EUN-113"	"15703"	"ISP"	"80.249.208.171"	"2001:7f8:1::a501:5703:1"	"no"	"no"	"yes"	"euNetworks"	"LR"	""	"10GE"
"True B.V."	"noc@true.nl"	"PXC-EUN-166"	"15703"	"ISP"	"80.249.208.171"	"2001:7f8:1::a501:5703:1"	"no"	"no"	"yes"	"euNetworks"	"LR4"	""	"100GE"
"True International Gateway Co., Ltd."	"peering@trueintergateway.com"	"PXC-TC5-151"	"38082"	"ISP"	"80.249.210.254"	"2001:7f8:1::a503:8082:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"Open"	"10GE"
"True International Gateway Co., Ltd."	"peering@trueintergateway.com"	"PXC-TC5-151"	"38082"	"ISP"	"80.249.210.254"	"2001:7f8:1::a503:8082:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"Open"	"10GE"
"Trunk Networks Ltd"	"peering@trunknetworks.com"	"phys-20101021-125-001"	"49375"	"ISP"	"80.249.211.202"	"2001:7f8:1::a504:9375:1"	"no"	"no"	"yes"	"Equinix AM7"	""	"open"	"1FE"
"TU Darmstadt, Hochschulrechenzentrum"	"peering@man-da.de"	"PXC-SAR-134"	"8365"	"ISP"	"80.249.209.217"	"2001:7f8:1::a500:8365:1"	"no"	"no"	"yes"	"Interxion Science Park"	"LR"	"case-by-case"	"10GE"
"Turk Telekom A.S."	""	"PXC-TEL-121"	"9121"	"ISP"	"80.249.208.241"	"2001:7f8:1::a500:9121:1"	"no"	"no"	"no"	"Equinix AM7"	"ER"	"case-by-case"	"10GE"
"Turk Telekom A.S."	""	"PXC-TEL-121"	"9121"	"ISP"	"80.249.208.241"	"2001:7f8:1::a500:9121:1"	"no"	"no"	"no"	"Equinix AM7"	"ER"	"case-by-case"	"10GE"
"Turk Telekom A.S."	""	"PXC-TEL-121"	"9121"	"ISP"	"80.249.208.241"	"2001:7f8:1::a500:9121:1"	"no"	"no"	"no"	"Equinix AM7"	"ER"	"case-by-case"	"10GE"
"Turk Telekom A.S."	""	"PXC-TEL-121"	"9121"	"ISP"	"80.249.208.241"	"2001:7f8:1::a500:9121:1"	"no"	"no"	"no"	"Equinix AM7"	"ER"	"case-by-case"	"10GE"
"Turk Telekom A.S."	""	"PXC-NIK-127"	"9121"	"ISP"	"80.249.209.241"	"2001:7f8:1::a500:9121:2"	"no"	"no"	"no"	"NIKHEF"	"LR"	"case-by-case"	"10GE"
"Turk Telekom A.S."	""	"PXC-NIK-127"	"9121"	"ISP"	"80.249.209.241"	"2001:7f8:1::a500:9121:2"	"no"	"no"	"no"	"NIKHEF"	"LR"	"case-by-case"	"10GE"
"Turk Telekom A.S."	""	"PXC-NIK-127"	"9121"	"ISP"	"80.249.209.241"	"2001:7f8:1::a500:9121:2"	"no"	"no"	"no"	"NIKHEF"	"LR"	"case-by-case"	"10GE"
"Turk Telekom A.S."	""	"PXC-NIK-127"	"9121"	"ISP"	"80.249.209.241"	"2001:7f8:1::a500:9121:2"	"no"	"no"	"no"	"NIKHEF"	"LR"	"case-by-case"	"10GE"
"Turk Telekom International AT AG"	"peering@euroweb.ro"	"PXC-TEL-141"	"6663"	"ISP"	"80.249.208.121"	"2001:7f8:1::a500:6663:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Turn Inc"	"peering@amobee.com"	"PXC-TC4-150"	"56396"	"ISP"	"80.249.211.135"	""	"no"	"no"	"no"	"Digital Realty AMS04"	"LR"	"case-by-case"	"10GE"
"Turn Inc"	"peering@amobee.com"	"PXC-TC4-150"	"56396"	"ISP"	"80.249.211.135"	""	"no"	"no"	"no"	"Digital Realty AMS04"	"LR"	"case-by-case"	"10GE"
"Twitter"	"peering@twitter.com"	"PXC-TC5-156"	"13414"	"ISP"	"80.249.208.130"	"2001:7f8:1::a501:3414:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"open"	"10GE"
"Twitter"	"peering@twitter.com"	"PXC-TC5-156"	"13414"	"ISP"	"80.249.208.130"	"2001:7f8:1::a501:3414:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"open"	"10GE"
"Twitter"	"peering@twitter.com"	"PXC-TEL-125"	"13414"	"ISP"	"80.249.210.46"	"2001:7f8:1::a501:3414:2"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Twitter"	"peering@twitter.com"	"PXC-TEL-125"	"13414"	"ISP"	"80.249.210.46"	"2001:7f8:1::a501:3414:2"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Uarnet"	"ppetro@uar.net"	"mym6-phys-4209-2962"	"3255"	"ISP"	"80.249.213.38"	"2001:7f8:1::a500:3255:2"	"no"	"no"	"yes"	"Equinix AM7"	""	"open"	"20GE"
"Ucom"	"core-network@ucom.am"	"PXC-NIK-116"	"8932"	"ISP"	"80.249.210.165"	"2001:7f8:1::a500:8932:1"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"open"	"10GE"
"Ultracom Ltd."	"office@ultracom-bg.com"	"mym6-phys-3682-3333"	"42794"	"ISP"	"80.249.212.113"	""	"no"	"no"	"yes"	"EvoSwitch"	""	"open"	"2FE"
"UNET BV"	"peering@unet.nl"	"PXC-NIK-126"	"29396"	"ISP"	"80.249.208.154"	"2001:7f8:1::a502:9396:2"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"open"	"10GE"
"UNET BV"	"peering@unet.nl"	"PXC-NIK-126"	"29396"	"ISP"	"80.249.208.154"	"2001:7f8:1::a502:9396:2"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"open"	"10GE"
"UNET BV"	"peering@unet.nl"	"PXC-SAR-102"	"29396"	"ISP"	"80.249.209.166"	"2001:7f8:1::a502:9396:1"	"no"	"no"	"yes"	"Interxion Science Park"	"LR"	"open"	"10GE"
"UNET BV"	"peering@unet.nl"	"PXC-SAR-102"	"29396"	"ISP"	"80.249.209.166"	"2001:7f8:1::a502:9396:1"	"no"	"no"	"yes"	"Interxion Science Park"	"LR"	"open"	"10GE"
"Unidata s.p.a."	"noc@unidata.it"	"mym6-phys-1350-6127"	"5394"	"ISP"	"80.249.210.29"	"2001:7f8:1::a500:5394:1"	"no"	"no"	"yes"	"Digital Realty AMS01"	""	"open"	"2GE"
"Unilogic Networks B.V."	"cliff@unilogicnetworks.net"	"PXC-TEL-141"	"28788"	"ISP"	"80.249.208.237"	"2001:7f8:1::a502:8788:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Uniontel Ltd"	"noc@iflat.ru"	"mym6-phys-4209-2962"	"48293"	"ISP"	"80.249.212.232"	"2001:7f8:1::a504:8293:2"	"no"	"no"	"yes"	"Equinix AM7"	""	"selective"	"1GE"
"Uniserver Internet BV"	"ma.deboer@uniserver.nl"	"PXC-TC5-144"	"31673"	"ISP"	"80.249.210.81"	""	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"case-by-case"	"10GE"
"United4all"	"peering@ubf.nl"	"mym6-phys-2403-3591"	"44608"	"ISP"	"80.249.210.92"	""	"no"	"no"	"yes"	"NIKHEF"	""	"open"	"1GE"
"Unix-Solutions BVBA"	"peering@unix-solutions.be"	"mym6-phys-3790"	"39923"	"ISP"	"80.249.210.8"	"2001:7f8:1::a503:9923:1"	"no"	"no"	"yes"	"Equinix AM7"	""	"open"	"2FE"
"USC / UFMG PEERING Research Testbed"	"peering@peering.usc.edu"	"EDGE-EQX-015"	"47065"	"ISP"	"80.249.208.45"	"2001:7f8:1::a504:7065:1"	"no"	"no"	"yes"	"Equinix AM1/2"	"T"	"open"	"1GE"
"Valve Corporation"	"peering@valvesoftware.com"	"PXC-TC5-156"	"32590"	"ISP"	"80.249.211.23"	"2001:7f8:1::a503:2590:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR4"	"open"	"100GE"
"Valve Corporation"	"peering@valvesoftware.com"	"PXC-TC5-156"	"32590"	"ISP"	"80.249.211.23"	"2001:7f8:1::a503:2590:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR4"	"open"	"100GE"
"Valve Corporation"	"peering@valvesoftware.com"	"PXC-TC5-156"	"32590"	"ISP"	"80.249.211.23"	"2001:7f8:1::a503:2590:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR4"	"open"	"100GE"
"Vancis B.V."	"peering@vancis.nl"	"PXC-SAR-101"	"1126"	"ISP"	"80.249.208.252"	"2001:7f8:1::a500:1126:1"	"no"	"no"	"yes"	"Interxion Science Park"	"LR"	"open"	"10GE"
"Vectra S.A."	"peering@vectranet.pl"	"PXC-TEL-121"	"29314"	"ISP"	"80.249.213.90"	"2001:7f8:1::a502:9314:3"	"no"	"no"	"yes"	"Equinix AM7"	"LR4"	"open"	"100GE"
"Vente-privee.com"	"peering@vente-privee.com"	"EDGE-TEL-012"	"60350"	"ISP"	"80.249.213.53"	""	"no"	"no"	"yes"	"Equinix AM7"	"LX"	"open"	"1GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"VeriSign"	"sstuart@verisign.com"	"PXC-TC4-150"	"7342"	"ISP"	"80.249.209.232"	"2001:7f8:1::a500:7342:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"Verizon Business"	"peering@verizonbusiness.com"	"PXC-SAR-102"	"702"	"ISP"	"80.249.208.77"	"2001:7f8:1::a500:702:2"	"no"	"no"	"no"	"Interxion Science Park"	"LR"	""	"10GE"
"Verizon Business"	"peering@verizonbusiness.com"	"PXC-NIK-146"	"702"	"ISP"	"80.249.208.98"	""	"no"	"no"	"no"	"NIKHEF"	"LR"	""	"10GE"
"Verizon Digital Media Services, Inc"	"peering@edgecast.com"	"PXC-TEL-121"	"15133"	"ISP"	"80.249.208.151"	"2001:7f8:1::a501:5133:2"	"no"	"no"	"yes"	"Equinix AM7"	"LR4"	"open"	"100GE"
"Verizon Digital Media Services, Inc"	"peering@edgecast.com"	"PXC-TEL-121"	"15133"	"ISP"	"80.249.208.151"	"2001:7f8:1::a501:5133:2"	"no"	"no"	"yes"	"Equinix AM7"	"LR4"	"open"	"100GE"
"Verizon Digital Media Services, Inc"	"peering@edgecast.com"	"PXC-TEL-138"	"15133"	"ISP"	"80.249.209.162"	"2001:7f8:1::a501:5133:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR4"	"open"	"100GE"
"Verizon Digital Media Services, Inc"	"peering@edgecast.com"	"PXC-TEL-138"	"15133"	"ISP"	"80.249.209.162"	"2001:7f8:1::a501:5133:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR4"	"open"	"100GE"
"Versatel AG"	"peering@versatel.de"	"PXC-EQX-165"	"8881"	"ISP"	"80.249.209.109"	"2001:7f8:1::a500:8881:1"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR4"	"case-by-case"	"100GE"
"Viatel"	"peering@viatel.com"	"PXC-TC5-156"	"31122"	"ISP"	"80.249.209.161"	"2001:7f8:1::a503:1122:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"open"	"10GE"
"VidScale Services, Inc."	"peering@vidscale.com"	"PXC-EQX-165"	"47254"	"ISP"	"80.249.213.59"	""	"no"	"no"	"no"	"Equinix AM1/2"	"LR"	"selective"	"10GE"
"VidScale Services, Inc."	"peering@vidscale.com"	"PXC-EQ3-160"	"47254"	"ISP"	"80.249.213.59"	""	"no"	"no"	"no"	"Equinix AM3"	"LR"	"selective"	"10GE"
"VidScale Services, Inc."	"peering@vidscale.com"	"PXC-EQX-165"	"47254"	"ISP"	"80.249.213.60"	""	"no"	"no"	"no"	"Equinix AM1/2"	"LR"	"selective"	"10GE"
"VidScale Services, Inc."	"peering@vidscale.com"	"PXC-EQ3-160"	"47254"	"ISP"	"80.249.213.60"	""	"no"	"no"	"no"	"Equinix AM3"	"LR"	"selective"	"10GE"
"Viewqwest Pte Ltd"	"peering@viewqwest.com"	"mym6-phys-4165"	"18106"	"ISP"	"80.249.212.146"	"2001:7f8:1::a501:8106:1"	"no"	"no"	"yes"	"NIKHEF"	""	"open"	"10GE"
"Virtual Internet UK Ltd"	"Peering-requests@uk2group.com"	"PXC-EVO-157"	"13213"	"ISP"	"80.249.212.69"	""	"no"	"no"	"yes"	"EvoSwitch"	"LR"	"open"	"10GE"
"Virtual Internet UK Ltd"	"Peering-requests@uk2group.com"	"PXC-EVO-157"	"13213"	"ISP"	"80.249.212.69"	""	"no"	"no"	"yes"	"EvoSwitch"	"LR"	"open"	"10GE"
"Virtu Secure Webservices BV"	"peering@as16243.net"	"PXC-EQX-139"	"16243"	"ISP"	"80.249.208.245"	"2001:7f8:1::a501:6243:2"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"open"	"10GE"
"Virtu Secure Webservices BV"	"peering@as16243.net"	"PXC-EQ3-153"	"16243"	"ISP"	"80.249.209.222"	"2001:7f8:1::a501:6243:1"	"no"	"no"	"yes"	"Equinix AM3"	"LR"	"open"	"10GE"
"V Kontakte Ltd."	"ncc@corp.vk.com"	"PXC-TEL-141"	"47541"	"ISP"	"80.249.211.114"	"2001:7f8:1::a504:7541:4"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"V Kontakte Ltd."	"ncc@corp.vk.com"	"PXC-NIK-127"	"47541"	"ISP"	"80.249.211.206"	"2001:7f8:1::a504:7541:2"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"open"	"10GE"
"V Kontakte Ltd."	"ncc@corp.vk.com"	"PXC-NIK-146"	"47541"	"ISP"	"80.249.212.86"	"2001:7f8:1::a504:7541:5"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"open"	"10GE"
"VNET a.s."	"peering@vnet.eu"	"PXC-IXN-124"	"29405"	"ISP"	"80.249.212.66"	"2001:7f8:1::a502:9405:1"	"no"	"no"	"yes"	"InterXion"	"LR"	"open"	"10GE"
"VNPT"	"luuthanhtrung@vnpt.vn"	"PXC-NIK-126"	"45899"	"ISP"	"80.249.213.128"	"2001:7f8:1::a504:5899:1"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"selective"	"10GE"
"Vodafone"	"reinart.wellinkvoorde@vodafone.com"	"EDGE-GLO-013"	"15480"	"ISP"	"80.249.210.94"	"2001:7f8:1::a501:5480:1"	"no"	"no"	"no"	"Global Switch"	"LX"	"closed"	"1GE"
"Vodafone"	"reinart.wellinkvoorde@vodafone.com"	"EDGE-TEL-012"	"15480"	"ISP"	"80.249.211.55"	"2001:7f8:1::a501:5480:2"	"no"	"no"	"no"	"Equinix AM7"	"LX"	"closed"	"1GE"
" Vodafone Carrier Services"	"peeringrequest@vodafone.com"	"PXC-TEL-158"	"1273"	"ISP"	"80.249.209.144"	"2001:7f8:1::a500:1273:1"	"no"	"no"	"no"	"Equinix AM7"	"LR"	"case-by-case"	"10GE"
" Vodafone Carrier Services"	"peeringrequest@vodafone.com"	"PXC-TEL-158"	"1273"	"ISP"	"80.249.209.144"	"2001:7f8:1::a500:1273:1"	"no"	"no"	"no"	"Equinix AM7"	"LR"	"case-by-case"	"10GE"
"Vodafone D2 Gmbh"	""	"PXC-TEL-158"	"3209"	"ISP"	"80.249.208.123"	"2001:7f8:1::a500:3209:2"	"no"	"no"	"no"	"Equinix AM7"	"LR4"	"open"	"100GE"
"Vodafone D2 Gmbh"	""	"PXC-TEL-158"	"3209"	"ISP"	"80.249.208.123"	"2001:7f8:1::a500:3209:2"	"no"	"no"	"no"	"Equinix AM7"	"LR4"	"open"	"100GE"
"Vodafone D2 Gmbh"	""	"PXC-DR1-168"	"3209"	"ISP"	"80.249.209.123"	"2001:7f8:1::a500:3209:1"	"no"	"no"	"no"	"Digital Realty AMS01"	"LR4"	"open"	"100GE"
"Vodafone D2 Gmbh"	""	"PXC-DR1-168"	"3209"	"ISP"	"80.249.209.123"	"2001:7f8:1::a500:3209:1"	"no"	"no"	"no"	"Digital Realty AMS01"	"LR4"	"open"	"100GE"
"Vodafone Libertel B.V."	"espeering.nl@vodafone.com"	"PXC-TEL-141"	"33915"	"ISP"	"80.249.209.143"	"2001:7f8:1::a503:3915:2"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"case-by-case"	"10GE"
"Vodafone Libertel B.V."	"espeering.nl@vodafone.com"	"PXC-TEL-141"	"33915"	"ISP"	"80.249.209.143"	"2001:7f8:1::a503:3915:2"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"case-by-case"	"10GE"
"Vodafone Libertel B.V."	"espeering.nl@vodafone.com"	"PXC-TEL-141"	"33915"	"ISP"	"80.249.209.143"	"2001:7f8:1::a503:3915:2"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"case-by-case"	"10GE"
"Vodafone Libertel B.V."	"espeering.nl@vodafone.com"	"PXC-DR1-168"	"33915"	"ISP"	"80.249.209.191"	"2001:7f8:1::a503:3915:1"	"no"	"no"	"yes"	"Digital Realty AMS01"	"LR"	"case-by-case"	"10GE"
"Vodafone Libertel B.V."	"espeering.nl@vodafone.com"	"PXC-DR1-168"	"33915"	"ISP"	"80.249.209.191"	"2001:7f8:1::a503:3915:1"	"no"	"no"	"yes"	"Digital Realty AMS01"	"LR"	"case-by-case"	"10GE"
"Vodafone Libertel B.V."	"espeering.nl@vodafone.com"	"PXC-DR1-168"	"33915"	"ISP"	"80.249.209.191"	"2001:7f8:1::a503:3915:1"	"no"	"no"	"yes"	"Digital Realty AMS01"	"LR"	"case-by-case"	"10GE"
"VoIPGRID B.V."	"peering@voipgrid.nl"	"EDGE-TC5-019"	"201791"	"ISP"	"80.249.212.13"	"2001:7f8:1:0:a500:20:1791:1"	"no"	"no"	"yes"	"Equinix AM5"	"LX"	"case-by-case"	"1GE"
"Voipro Communications Company B.V."	"peering@voipro.nl"	"EDGE-NIK-011"	"43437"	"ISP"	"80.249.208.206"	""	"no"	"no"	"yes"	"NIKHEF"	"LX"	"open"	"1GE"
"Voix Srl"	"noc@voixit.com"	"mym6-phys-3840"	"199547"	"ISP"	"80.249.212.25"	"2001:7f8:1:0:a500:19:9547:1"	"no"	"no"	"yes"	"EvoSwitch"	""	"open"	"1FE"
"Vorboss Limited"	"peering@vorboss.net"	"PXC-TEL-140"	"25160"	"ISP"	"80.249.210.85"	"2001:7f8:1::a502:5160:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Voxility"	"noc@voxility.com"	"PXC-TC6-164"	"3223"	"ISP"	"80.249.210.43"	"2001:7f8:1::a500:3223:1"	"no"	"no"	"yes"	"Equinix AM6"	"LR4"	"open"	"100GE"
"VTX Services SA"	"peering@vtx.ch"	"PXC-NIK-116"	"12350"	"ISP"	"80.249.209.24"	"2001:7f8:1::a501:2350:1"	"no"	"no"	"no"	"NIKHEF"	"LR"	"open"	"10GE"
"Wachttoren-, Bijbel- en Traktaatgenootschap"	"peering.nl@jw.org"	"PXC-TC5-144"	"51752"	"ISP"	"80.249.210.105"	"2001:7f8:1::a505:1752:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"open"	"10GE"
"Wananchi Group"	"peering@ke.wananchi.com"	"mym6-phys-1142"	"15399"	"ISP"	"80.249.212.79"	""	"no"	"no"	"yes"	"Global Switch"	""	"open"	"2GE"
"Waycom"	"peering@waycom.net"	"EDGE-TEL-012"	"30889"	"ISP"	"80.249.208.202"	"2001:7f8:1::a503:889:1"	"no"	"no"	"yes"	"Equinix AM7"	"LX"	"case-by-case"	"1GE"
"WDM"	"peering@wdm.pl"	"mym6-phys-3790"	"47329"	"ISP"	"80.249.210.118"	""	"no"	"no"	"yes"	"Equinix AM7"	""	"n/a"	"1GE"
"WDM"	"peering@wdm.pl"	"mym6-phys-2403-3591"	"47329"	"ISP"	"80.249.210.118"	""	"no"	"no"	"yes"	"NIKHEF"	""	"n/a"	"2GE"
"We Dare B.V."	"peering@we-dare.net"	"PXC-SAR-102"	"20495"	"ISP"	"80.249.208.107"	"2001:7f8:1::a502:495:1"	"no"	"no"	"yes"	"Interxion Science Park"	"LR"	"open"	"10GE"
"Weritech B.V."	"peering@weritech.nl"	"PXC-TC4-155"	"199139"	"ISP"	"80.249.212.51"	"2001:7f8:1:0:a500:19:9139:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LR"	"open"	"10GE"
"West Indian Ocean Cable Company Ltd (WIOCC)"	"wycliffe.mutaiti@wiocc.net"	"mynl-phys-3690"	"37662"	"ISP"	"80.249.212.133"	"2001:7f8:1::a503:7662:1"	"no"	"no"	"yes"	"Equinix AM7"	""	"open"	"3GE"
"Wikimedia Foundation Inc"	"peering@wikimedia.org"	"PXC-EVO-143"	"14907"	"ISP"	"80.249.209.176"	"2001:7f8:1::a501:4907:1"	"no"	"no"	"yes"	"EvoSwitch"	"LR"	"open"	"10GE"
"Wikimedia Foundation Inc"	"peering@wikimedia.org"	"PXC-EVO-143"	"14907"	"ISP"	"80.249.209.176"	"2001:7f8:1::a501:4907:1"	"no"	"no"	"yes"	"EvoSwitch"	"LR"	"open"	"10GE"
"wilhelm.tel GmbH"	"peering@wtnet.de"	"PXC-EQ3-145"	"15943"	"ISP"	"80.249.211.221"	"2001:7f8:1::a501:5943:1"	"no"	"no"	"yes"	"Equinix AM3"	"LR4"	"case-by-case"	"100GE"
"WIND TELECOMUNICAZIONI S.P.A."	""	"PXC-SAR-148"	"1267"	"ISP"	"80.249.209.236"	"2001:7f8:1::a500:1267:2"	"no"	"no"	"yes"	"Interxion Science Park"	"LR4"	"open"	"100GE"
"WIND TELECOMUNICAZIONI S.P.A."	""	"PXC-EQX-165"	"1267"	"ISP"	"80.249.210.243"	"2001:7f8:1::a500:1267:1"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR4"	"open"	"100GE"
"Wirem"	"info@wirem.net"	"mym6-phys-3840"	"50352"	"ISP"	"80.249.212.149"	"2001:7f8:1::a505:352:1"	"no"	"no"	"yes"	"EvoSwitch"	""	"open"	"1FE"
"WIRULink (Pty) Ltd"	"core@wiru.co.za"	"mynl-phys-5398"	"37564"	"ISP"	"80.249.213.112"	"2001:7f8:1::a503:7564:1"	"no"	"no"	"yes"	"InterXion"	""	"open"	"5FE"
"WISPONE SRL"	"PEERING@WISPONE.IT"	"mym6-phys-2403-3591"	"60822"	"ISP"	"80.249.211.18"	""	"no"	"no"	"yes"	"NIKHEF"	""	"open"	"2FE"
"Workonline Communications"	"peering@workonline.co.za"	"mynl-phys-5398"	"37271"	"ISP"	"80.249.213.52"	"2001:7f8:1::a503:7271:1"	"no"	"no"	"no"	"InterXion"	""	"selective"	"2GE"
"World-ICT"	"peering@world-ict.net"	"mym6-phys-1795"	"59560"	"ISP"	"80.249.210.225"	""	"no"	"no"	"yes"	"NIKHEF"	""	"open"	"1FE"
"WorldStream B.V."	"noc@worldstream.nl"	"PXC-EVO-162"	"49981"	"ISP"	"80.249.210.37"	"2001:7f8:1::a504:9981:1"	"no"	"no"	"yes"	"EvoSwitch"	"LR4"	"Open"	"100GE"
"WorldStream B.V."	"noc@worldstream.nl"	"PXC-EVO-162"	"49981"	"ISP"	"80.249.210.37"	"2001:7f8:1::a504:9981:1"	"no"	"no"	"yes"	"EvoSwitch"	"LR4"	"Open"	"100GE"
"WorldStream B.V."	"peering@worldstream.nl"	"PXC-EVO-162"	"49981"	"ISP"	"80.249.210.37"	"2001:7f8:1::a504:9981:1"	"no"	"no"	"yes"	"EvoSwitch"	"LR4"	"Open"	"100GE"
"WorldStream B.V."	"peering@worldstream.nl"	"PXC-EVO-162"	"49981"	"ISP"	"80.249.210.37"	"2001:7f8:1::a504:9981:1"	"no"	"no"	"yes"	"EvoSwitch"	"LR4"	"Open"	"100GE"
